sequence_id,sp,scaffold_base,propeptide,nglyc,protein_length,raw_pll_mean,pseudo_pLDDT
sp_SPglaA_pro__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_ablated,SPglaA_pro,direct_3xAla_pts1blk,none,nglyc_ablated,278,-0.1430,88.77
sp_SPglaA_pro__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_native,SPglaA_pro,direct_3xAla_pts1blk,none,nglyc_native,278,-0.1430,88.77
sp_SPglaA_pro__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,284,-0.1460,88.69
sp_SPglaA_pro__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA_pro,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,284,-0.1460,88.69
sp_SPglaA_pro__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,direct_his6_pts1ok,long_kex2_pro,nglyc_ablated,292,-0.1454,88.70
sp_SPglaA_pro__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA_pro,direct_his6_pts1ok,long_kex2_pro,nglyc_native,292,-0.1454,88.70
sp_SPglaA_pro__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_ablated,SPglaA_pro,direct_his6_pts1ok,none,nglyc_ablated,281,-0.1350,89.00
sp_SPglaA_pro__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_native,SPglaA_pro,direct_his6_pts1ok,none,nglyc_native,281,-0.1350,89.00
sp_SPglaA_pro__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,287,-0.1381,88.91
sp_SPglaA_pro__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA_pro,direct_his6_pts1ok,short_kex2_pro,nglyc_native,287,-0.1381,88.91
sp_SPglaA_pro__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,direct_natag_pts1ok,long_kex2_pro,nglyc_ablated,286,-0.1473,88.65
sp_SPglaA_pro__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA_pro,direct_natag_pts1ok,long_kex2_pro,nglyc_native,286,-0.1473,88.65
sp_SPglaA_pro__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_ablated,SPglaA_pro,direct_natag_pts1ok,none,nglyc_ablated,275,-0.1367,88.95
sp_SPglaA_pro__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_native,SPglaA_pro,direct_natag_pts1ok,none,nglyc_native,275,-0.1367,88.95
sp_SPglaA_pro__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,281,-0.1407,88.84
sp_SPglaA_pro__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA_pro,direct_natag_pts1ok,short_kex2_pro,nglyc_native,281,-0.1407,88.84
sp_SPglaA_pro__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_ablated,289,-0.1529,88.49
sp_SPglaA_pro__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA_pro,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_native,289,-0.1529,88.49
sp_SPglaA_pro__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_ablated,SPglaA_pro,glaA_KRGGG_3xAla,none,nglyc_ablated,278,-0.1430,88.77
sp_SPglaA_pro__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_native,SPglaA_pro,glaA_KRGGG_3xAla,none,nglyc_native,278,-0.1430,88.77
sp_SPglaA_pro__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_ablated,284,-0.1460,88.69
sp_SPglaA_pro__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA_pro,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_native,284,-0.1460,88.69
sp_SPglaA_pro__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_ablated,286,-0.1473,88.65
sp_SPglaA_pro__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA_pro,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_native,286,-0.1473,88.65
sp_SPglaA_pro__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_ablated,SPglaA_pro,glaA_KRGGG_pts1ok,none,nglyc_ablated,275,-0.1367,88.95
sp_SPglaA_pro__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_native,SPglaA_pro,glaA_KRGGG_pts1ok,none,nglyc_native,275,-0.1367,88.95
sp_SPglaA_pro__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,281,-0.1407,88.84
sp_SPglaA_pro__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA_pro,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,281,-0.1407,88.84
sp_SPglaA_pro__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,glaA_KR_3xAla,long_kex2_pro,nglyc_ablated,289,-0.1529,88.49
sp_SPglaA_pro__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA_pro,glaA_KR_3xAla,long_kex2_pro,nglyc_native,289,-0.1529,88.49
sp_SPglaA_pro__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPglaA_pro,glaA_KR_3xAla,none,nglyc_ablated,278,-0.1430,88.77
sp_SPglaA_pro__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_native,SPglaA_pro,glaA_KR_3xAla,none,nglyc_native,278,-0.1430,88.77
sp_SPglaA_pro__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,glaA_KR_3xAla,short_kex2_pro,nglyc_ablated,284,-0.1460,88.69
sp_SPglaA_pro__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA_pro,glaA_KR_3xAla,short_kex2_pro,nglyc_native,284,-0.1460,88.69
sp_SPglaA_pro__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,glaA_KR_pts1ok,long_kex2_pro,nglyc_ablated,286,-0.1473,88.65
sp_SPglaA_pro__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA_pro,glaA_KR_pts1ok,long_kex2_pro,nglyc_native,286,-0.1473,88.65
sp_SPglaA_pro__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPglaA_pro,glaA_KR_pts1ok,none,nglyc_ablated,275,-0.1367,88.95
sp_SPglaA_pro__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_native,SPglaA_pro,glaA_KR_pts1ok,none,nglyc_native,275,-0.1367,88.95
sp_SPglaA_pro__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,281,-0.1407,88.84
sp_SPglaA_pro__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA_pro,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,281,-0.1407,88.84
sp_SPglaA_pro__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_ablated,289,-0.1529,88.49
sp_SPglaA_pro__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA_pro,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_native,289,-0.1529,88.49
sp_SPglaA_pro__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPglaA_pro,glaA_trunc_KR_3xAla,none,nglyc_ablated,278,-0.1430,88.77
sp_SPglaA_pro__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_native,SPglaA_pro,glaA_trunc_KR_3xAla,none,nglyc_native,278,-0.1430,88.77
sp_SPglaA_pro__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_ablated,284,-0.1460,88.69
sp_SPglaA_pro__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA_pro,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_native,284,-0.1460,88.69
sp_SPglaA_pro__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_ablated,286,-0.1473,88.65
sp_SPglaA_pro__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA_pro,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_native,286,-0.1473,88.65
sp_SPglaA_pro__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPglaA_pro,glaA_trunc_KR_pts1ok,none,nglyc_ablated,275,-0.1367,88.95
sp_SPglaA_pro__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_native,SPglaA_pro,glaA_trunc_KR_pts1ok,none,nglyc_native,275,-0.1367,88.95
sp_SPglaA_pro__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_ablated,281,-0.1407,88.84
sp_SPglaA_pro__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA_pro,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_native,281,-0.1407,88.84
sp_SPglaA_pro__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_ablated,286,-0.1473,88.65
sp_SPglaA_pro__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPglaA_pro,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_native,286,-0.1473,88.65
sp_SPglaA_pro__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_ablated,SPglaA_pro,tandem_KEX2_pts1ok,none,nglyc_ablated,275,-0.1367,88.95
sp_SPglaA_pro__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_native,SPglaA_pro,tandem_KEX2_pts1ok,none,nglyc_native,275,-0.1367,88.95
sp_SPglaA_pro__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPglaA_pro,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,281,-0.1407,88.84
sp_SPglaA_pro__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPglaA_pro,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,281,-0.1407,88.84
sp_SPlipase__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase,direct_3xAla_pts1blk,long_kex2_pro,nglyc_ablated,281,-0.1438,88.75
sp_SPlipase__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase,direct_3xAla_pts1blk,long_kex2_pro,nglyc_native,281,-0.1438,88.75
sp_SPlipase__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_ablated,SPlipase,direct_3xAla_pts1blk,none,nglyc_ablated,270,-0.1242,89.31
sp_SPlipase__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_native,SPlipase,direct_3xAla_pts1blk,none,nglyc_native,270,-0.1242,89.31
sp_SPlipase__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,276,-0.1324,89.07
sp_SPlipase__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,276,-0.1324,89.07
sp_SPlipase__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase,direct_his6_pts1ok,long_kex2_pro,nglyc_ablated,284,-0.1354,88.99
sp_SPlipase__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase,direct_his6_pts1ok,long_kex2_pro,nglyc_native,284,-0.1354,88.99
sp_SPlipase__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_ablated,SPlipase,direct_his6_pts1ok,none,nglyc_ablated,273,-0.1163,89.54
sp_SPlipase__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_native,SPlipase,direct_his6_pts1ok,none,nglyc_native,273,-0.1163,89.54
sp_SPlipase__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,279,-0.1240,89.31
sp_SPlipase__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase,direct_his6_pts1ok,short_kex2_pro,nglyc_native,279,-0.1240,89.31
sp_SPlipase__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase,direct_natag_pts1ok,long_kex2_pro,nglyc_ablated,278,-0.1381,88.91
sp_SPlipase__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase,direct_natag_pts1ok,long_kex2_pro,nglyc_native,278,-0.1381,88.91
sp_SPlipase__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_ablated,SPlipase,direct_natag_pts1ok,none,nglyc_ablated,267,-0.1185,89.47
sp_SPlipase__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_native,SPlipase,direct_natag_pts1ok,none,nglyc_native,267,-0.1185,89.47
sp_SPlipase__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,273,-0.1268,89.23
sp_SPlipase__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase,direct_natag_pts1ok,short_kex2_pro,nglyc_native,273,-0.1268,89.23
sp_SPlipase__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_ablated,281,-0.1438,88.75
sp_SPlipase__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_native,281,-0.1438,88.75
sp_SPlipase__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_ablated,SPlipase,glaA_KRGGG_3xAla,none,nglyc_ablated,270,-0.1242,89.31
sp_SPlipase__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_native,SPlipase,glaA_KRGGG_3xAla,none,nglyc_native,270,-0.1242,89.31
sp_SPlipase__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_ablated,276,-0.1324,89.07
sp_SPlipase__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_native,276,-0.1324,89.07
sp_SPlipase__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_ablated,278,-0.1381,88.91
sp_SPlipase__sb_glaA_KRGGG_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase,glaA_KRGGG_pts1ok,long_kex2_pro,nglyc_native,278,-0.1381,88.91
sp_SPlipase__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_ablated,SPlipase,glaA_KRGGG_pts1ok,none,nglyc_ablated,267,-0.1185,89.47
sp_SPlipase__sb_glaA_KRGGG_pts1ok__prop_none__nglyc_nglyc_native,SPlipase,glaA_KRGGG_pts1ok,none,nglyc_native,267,-0.1185,89.47
sp_SPlipase__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_ablated,273,-0.1268,89.23
sp_SPlipase__sb_glaA_KRGGG_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase,glaA_KRGGG_pts1ok,short_kex2_pro,nglyc_native,273,-0.1268,89.23
sp_SPlipase__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase,glaA_KR_3xAla,long_kex2_pro,nglyc_ablated,281,-0.1438,88.75
sp_SPlipase__sb_glaA_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase,glaA_KR_3xAla,long_kex2_pro,nglyc_native,281,-0.1438,88.75
sp_SPlipase__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPlipase,glaA_KR_3xAla,none,nglyc_ablated,270,-0.1242,89.31
sp_SPlipase__sb_glaA_KR_3xAla__prop_none__nglyc_nglyc_native,SPlipase,glaA_KR_3xAla,none,nglyc_native,270,-0.1242,89.31
sp_SPlipase__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase,glaA_KR_3xAla,short_kex2_pro,nglyc_ablated,276,-0.1324,89.07
sp_SPlipase__sb_glaA_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase,glaA_KR_3xAla,short_kex2_pro,nglyc_native,276,-0.1324,89.07
sp_SPlipase__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase,glaA_KR_pts1ok,long_kex2_pro,nglyc_ablated,278,-0.1381,88.91
sp_SPlipase__sb_glaA_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase,glaA_KR_pts1ok,long_kex2_pro,nglyc_native,278,-0.1381,88.91
sp_SPlipase__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPlipase,glaA_KR_pts1ok,none,nglyc_ablated,267,-0.1185,89.47
sp_SPlipase__sb_glaA_KR_pts1ok__prop_none__nglyc_nglyc_native,SPlipase,glaA_KR_pts1ok,none,nglyc_native,267,-0.1185,89.47
sp_SPlipase__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase,glaA_KR_pts1ok,short_kex2_pro,nglyc_ablated,273,-0.1268,89.23
sp_SPlipase__sb_glaA_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase,glaA_KR_pts1ok,short_kex2_pro,nglyc_native,273,-0.1268,89.23
sp_SPlipase__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_ablated,281,-0.1438,88.75
sp_SPlipase__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_native,281,-0.1438,88.75
sp_SPlipase__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPlipase,glaA_trunc_KR_3xAla,none,nglyc_ablated,270,-0.1242,89.31
sp_SPlipase__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_native,SPlipase,glaA_trunc_KR_3xAla,none,nglyc_native,270,-0.1242,89.31
sp_SPlipase__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_ablated,276,-0.1324,89.07
sp_SPlipase__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_native,276,-0.1324,89.07
sp_SPlipase__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_ablated,278,-0.1381,88.91
sp_SPlipase__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_native,278,-0.1381,88.91
sp_SPlipase__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPlipase,glaA_trunc_KR_pts1ok,none,nglyc_ablated,267,-0.1185,89.47
sp_SPlipase__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_native,SPlipase,glaA_trunc_KR_pts1ok,none,nglyc_native,267,-0.1185,89.47
sp_SPlipase__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_ablated,273,-0.1268,89.23
sp_SPlipase__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_native,273,-0.1268,89.23
sp_SPlipase__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_ablated,278,-0.1381,88.91
sp_SPlipase__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_native,278,-0.1381,88.91
sp_SPlipase__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_ablated,SPlipase,tandem_KEX2_pts1ok,none,nglyc_ablated,267,-0.1185,89.47
sp_SPlipase__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_native,SPlipase,tandem_KEX2_pts1ok,none,nglyc_native,267,-0.1185,89.47
sp_SPlipase__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,273,-0.1268,89.23
sp_SPlipase__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,273,-0.1268,89.23
sp_SPlipase_pro__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,direct_3xAla_pts1blk,long_kex2_pro,nglyc_ablated,290,-0.1472,88.65
sp_SPlipase_pro__sb_direct_3xAla_pts1blk__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase_pro,direct_3xAla_pts1blk,long_kex2_pro,nglyc_native,290,-0.1472,88.65
sp_SPlipase_pro__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_ablated,SPlipase_pro,direct_3xAla_pts1blk,none,nglyc_ablated,279,-0.1344,89.02
sp_SPlipase_pro__sb_direct_3xAla_pts1blk__prop_none__nglyc_nglyc_native,SPlipase_pro,direct_3xAla_pts1blk,none,nglyc_native,279,-0.1344,89.02
sp_SPlipase_pro__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,285,-0.1405,88.84
sp_SPlipase_pro__sb_direct_3xAla_pts1blk__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase_pro,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,285,-0.1405,88.84
sp_SPlipase_pro__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,direct_his6_pts1ok,long_kex2_pro,nglyc_ablated,293,-0.1396,88.87
sp_SPlipase_pro__sb_direct_his6_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase_pro,direct_his6_pts1ok,long_kex2_pro,nglyc_native,293,-0.1396,88.87
sp_SPlipase_pro__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_ablated,SPlipase_pro,direct_his6_pts1ok,none,nglyc_ablated,282,-0.1266,89.24
sp_SPlipase_pro__sb_direct_his6_pts1ok__prop_none__nglyc_nglyc_native,SPlipase_pro,direct_his6_pts1ok,none,nglyc_native,282,-0.1266,89.24
sp_SPlipase_pro__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,288,-0.1320,89.08
sp_SPlipase_pro__sb_direct_his6_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase_pro,direct_his6_pts1ok,short_kex2_pro,nglyc_native,288,-0.1320,89.08
sp_SPlipase_pro__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,direct_natag_pts1ok,long_kex2_pro,nglyc_ablated,287,-0.1419,88.80
sp_SPlipase_pro__sb_direct_natag_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase_pro,direct_natag_pts1ok,long_kex2_pro,nglyc_native,287,-0.1419,88.80
sp_SPlipase_pro__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_ablated,SPlipase_pro,direct_natag_pts1ok,none,nglyc_ablated,276,-0.1287,89.18
sp_SPlipase_pro__sb_direct_natag_pts1ok__prop_none__nglyc_nglyc_native,SPlipase_pro,direct_natag_pts1ok,none,nglyc_native,276,-0.1287,89.18
sp_SPlipase_pro__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,282,-0.1349,89.00
sp_SPlipase_pro__sb_direct_natag_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPlipase_pro,direct_natag_pts1ok,short_kex2_pro,nglyc_native,282,-0.1349,89.00
sp_SPlipase_pro__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_ablated,290,-0.1472,88.65
sp_SPlipase_pro__sb_glaA_KRGGG_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPlipase_pro,glaA_KRGGG_3xAla,long_kex2_pro,nglyc_native,290,-0.1472,88.65
sp_SPlipase_pro__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_ablated,SPlipase_pro,glaA_KRGGG_3xAla,none,nglyc_ablated,279,-0.1344,89.02
sp_SPlipase_pro__sb_glaA_KRGGG_3xAla__prop_none__nglyc_nglyc_native,SPlipase_pro,glaA_KRGGG_3xAla,none,nglyc_native,279,-0.1344,89.02
sp_SPlipase_pro__sb_glaA_KRGGG_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPlipase_pro,glaA_KRGGG_3xAla,short_kex2_pro,nglyc_ablated,285,-0.1405,88.84
